Number of Referrals,Tenure in Months,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,Number of Dependents,Total Customer Svc Requests,Product/Service Issues Reported,Contract_One Year,Contract_Two Year,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Payment Method_Credit Card,Payment Method_Mailed Check
3,21,1,1,32,0,0,0,0,0,1,1,0,1,89.96000000000001,0.0,579.0,886.62,0,50,0,4,0,0,0,0,1,0,0,0
0,1,0,1,29,0,0,0,0,1,1,1,0,1,62.8,0.0,0.0,42.19,1,55,0,1,1,0,0,0,1,0,1,0
8,38,0,0,0,0,0,0,0,0,0,0,0,0,20.4,0.0,0.0,264.86,1,62,0,1,1,0,1,0,0,1,0,0
0,22,1,1,21,1,0,0,0,1,1,1,1,1,105.404,0.0,0.0,227.26,1,44,0,3,1,0,0,0,0,0,0,0
0,57,1,1,16,0,1,1,0,1,1,0,0,1,79.75,0.0,710.0,518.6999999999999,1,72,0,2,0,0,1,0,0,0,0,0
0,1,0,1,16,0,1,0,0,0,0,0,0,1,50.15,0.0,0.0,20.3,1,45,0,1,0,0,0,1,0,0,1,0
0,1,0,1,21,0,0,0,0,0,0,0,1,0,46.3,0.0,0.0,11.51,1,71,0,2,0,0,1,0,1,0,0,0
1,56,1,1,18,1,1,1,1,0,0,0,1,1,68.45,0.0,0.0,1501.92,0,75,0,0,0,1,0,0,1,0,1,0
0,7,0,1,18,0,1,0,0,0,0,0,0,1,51.3,0.0,75.0,77.07,0,73,0,0,0,0,1,1,0,0,1,0
0,27,0,0,0,0,0,0,0,0,0,0,0,0,19.15,0.0,0.0,544.86,0,36,0,1,0,1,0,0,0,1,1,0
6,18,0,1,19,0,0,1,1,0,0,0,1,0,78.2,0.0,0.0,572.22,1,55,0,1,2,0,0,1,0,0,0,0
0,5,0,0,0,0,0,0,0,0,0,0,0,0,20.05,0.0,0.0,110.8,1,26,0,2,1,0,0,0,0,1,1,0
0,4,1,1,12,0,1,0,0,0,1,1,0,1,93.652,0.0,44.0,48.96,1,42,0,1,0,0,0,1,0,0,0,0
1,8,0,1,28,0,1,0,0,1,0,0,0,1,86.892,0.0,190.0,258.56,0,32,0,2,1,0,0,0,0,0,0,0
1,28,0,1,14,0,0,0,0,0,1,1,1,1,84.292,0.0,0.0,471.80000000000007,0,58,0,0,0,0,0,0,1,0,0,0
8,14,1,1,10,0,1,1,0,0,0,0,0,1,82.65,0.0,118.0,637.98,1,37,0,2,0,0,0,1,0,0,0,0
0,2,0,1,57,1,0,1,0,0,0,0,0,1,57.304,0.0,65.0,10.66,1,19,0,4,0,0,0,1,0,0,0,1
7,44,0,1,53,0,0,0,0,1,1,1,1,1,90.65,0.0,0.0,1045.0,1,30,0,0,0,1,0,0,1,0,0,0
1,13,0,1,2,0,0,0,0,0,0,0,0,0,43.8,0.0,12.0,383.37,0,34,0,0,0,1,0,0,0,0,0,0
0,1,0,1,23,0,1,0,0,0,0,0,0,1,78.72800000000001,0.0,0.0,9.05,0,39,0,4,0,0,0,0,1,0,0,0
0,10,0,1,33,0,0,0,0,0,1,1,0,1,35.256,0.0,98.0,0.0,1,42,0,2,0,0,0,1,0,0,1,0
3,51,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0.0,0.0,1919.13,1,38,3,1,0,1,0,0,0,1,1,0
1,6,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0.0,0.0,190.2,0,62,0,3,0,0,0,0,0,1,0,0
0,57,1,1,11,1,0,0,1,0,1,1,1,0,93.75,0.0,0.0,125.97,1,77,0,0,0,0,1,0,1,0,0,0
8,72,1,1,5,1,1,1,1,1,1,1,1,1,92.0,0.0,0.0,383.04,1,55,0,3,0,0,1,0,1,0,1,0
0,67,0,1,73,1,1,0,1,0,0,0,1,0,60.5,0.0,282.51,2411.33,0,28,0,0,0,1,0,1,0,0,1,0
0,5,0,1,16,0,0,0,0,1,1,0,0,0,47.528000000000006,0.0,32.0,0.0,0,79,0,3,2,0,0,0,0,0,0,0
0,1,0,1,9,0,0,1,0,0,1,0,0,1,88.4,0.0,0.0,42.5,0,71,0,2,2,0,0,0,0,0,0,0
0,48,1,1,2,0,1,0,0,1,1,0,1,1,99.0,0.0,0.0,281.76,1,71,0,1,0,1,0,1,0,0,0,0
0,5,0,1,7,0,0,0,0,1,1,0,1,1,93.08,0.0,3.34,228.6,1,67,0,2,0,0,0,1,0,0,0,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,20.35,0.0,0.0,49.72,0,34,0,3,2,0,0,0,0,1,1,0
0,8,0,0,0,0,0,0,0,0,0,0,0,0,19.45,0.0,0.0,15.6,1,28,3,2,0,0,0,0,0,1,0,0
0,63,1,1,73,0,1,0,1,1,1,1,0,0,105.4,0.0,4901.0,1431.99,1,25,0,0,0,0,0,1,0,0,0,0
10,24,0,1,30,1,0,0,1,1,1,1,1,0,74.4,0.0,0.0,788.64,1,61,0,2,0,1,0,0,1,0,0,0
0,1,0,1,6,0,1,0,0,0,0,0,0,1,75.92,0.0,0.0,20.55,0,72,0,3,1,0,0,0,0,0,0,0
0,27,0,1,9,1,1,0,0,0,0,0,1,1,56.7,0.0,0.0,680.6700000000001,0,35,0,0,0,0,0,0,1,0,1,0
0,54,0,1,11,1,1,0,1,1,1,1,1,1,105.85,0.0,0.0,1130.22,1,58,1,0,0,1,0,0,1,0,0,0
0,71,1,1,13,0,1,0,0,1,1,0,0,1,99.65,3.33,904.0,2439.56,0,73,0,1,0,0,1,0,0,0,1,0
0,23,1,0,0,0,0,0,0,0,0,0,0,0,24.8,0.0,0.0,1006.71,0,21,0,0,0,1,0,0,0,1,1,0
0,1,0,1,56,1,0,0,0,0,0,0,0,0,78.312,0.0,0.0,4.13,0,28,0,0,0,0,0,0,0,0,0,1
4,72,1,0,0,0,0,0,0,0,0,0,0,0,24.45,0.0,0.0,1480.32,0,36,1,2,0,0,1,0,0,1,0,0
2,48,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,0.0,468.96,0,19,3,0,0,0,1,0,0,1,1,0
0,4,1,1,14,0,0,0,0,0,0,0,0,0,53.82,0.0,28.0,39.92,1,39,0,1,2,0,0,1,0,0,1,0
10,69,0,1,7,1,1,1,1,1,1,1,0,1,84.7,0.0,412.0,3337.53,1,41,0,0,0,0,1,1,0,0,1,0
6,48,0,0,0,0,0,0,0,0,0,0,0,0,20.2,0.0,0.0,894.72,0,60,2,0,0,0,1,0,0,1,0,0
0,3,1,1,7,0,0,1,0,1,1,1,0,1,105.612,0.0,21.0,65.58,1,57,0,5,3,0,0,0,1,0,0,0
1,13,0,1,6,0,1,0,1,0,1,0,0,1,92.612,0.0,70.0,19.11,1,76,0,1,0,0,0,0,0,0,0,0
0,5,0,1,29,0,0,0,0,0,0,0,0,1,44.05,0.0,59.0,54.95,0,46,0,0,0,0,0,0,1,0,1,0
0,3,0,0,0,0,0,0,0,0,0,0,0,1,19.45,0.0,0.0,8.34,1,33,0,0,0,1,0,0,0,1,1,0
1,14,0,1,19,0,0,0,0,0,0,0,0,0,44.6,0.0,122.0,629.3000000000001,1,57,0,0,0,1,0,1,0,0,0,0
8,61,0,0,0,0,0,0,0,0,0,0,0,0,19.1,0.0,0.0,2568.71,0,21,1,0,0,1,0,0,0,1,1,0
1,13,1,1,57,0,1,1,0,1,0,0,0,0,97.864,0.0,693.0,566.28,0,26,0,3,1,0,0,0,0,0,0,0
1,30,1,1,45,0,0,0,0,0,1,1,0,1,88.4,0.0,1181.0,144.60000000000002,0,25,0,2,0,0,0,0,0,0,0,0
8,72,0,1,53,1,0,1,1,1,1,1,1,1,80.8,0.0,303.61,2525.04,1,23,0,1,0,0,1,0,1,0,0,0
0,44,0,1,3,0,0,1,0,1,1,1,1,1,49.05,0.0,0.0,0.0,0,58,0,2,0,1,0,0,1,0,0,0
10,71,0,0,0,0,0,0,0,0,0,0,0,0,19.85,0.0,0.0,1307.11,0,44,0,0,0,0,1,0,0,1,1,0
5,55,0,1,69,1,0,0,0,0,1,1,0,0,59.45,0.0,2178.0,1989.35,1,24,0,0,0,1,0,1,0,0,1,0
0,35,0,0,0,0,0,0,0,0,0,0,0,1,19.15,0.0,0.0,270.90000000000003,1,53,0,1,0,1,0,0,0,1,1,0
0,1,0,1,2,0,0,0,0,1,1,1,0,1,94.952,0.0,0.0,43.61,0,68,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0.0,0.0,19.85,1,22,0,3,0,0,0,0,0,1,1,0
9,34,0,1,16,1,1,1,1,1,1,1,1,0,84.75,0.0,0.0,309.06,0,41,2,0,0,0,1,0,1,0,1,0
1,48,1,1,33,0,0,0,0,0,1,1,0,1,85.332,0.0,1330.0,1149.6,0,41,0,1,0,1,0,0,0,0,0,1
0,6,0,1,7,1,0,1,1,1,1,1,1,0,78.65,0.0,0.0,279.54,1,44,0,1,0,0,0,1,0,0,1,0
6,72,1,1,23,0,1,1,0,1,1,1,1,1,101.35,0.0,168.43,3319.2000000000003,0,49,0,0,0,1,0,0,1,0,0,0
0,53,0,1,56,1,1,1,0,0,1,1,0,0,95.95,0.0,2821.0,1788.22,1,38,3,0,0,1,0,0,1,0,0,0
0,20,0,1,15,1,1,0,1,1,0,0,0,1,96.55,0.0,285.0,571.4,0,32,0,0,0,0,0,1,0,0,0,0
7,42,0,1,73,1,1,0,0,0,0,0,0,0,54.5,0.0,1680.0,795.06,1,30,1,1,0,0,0,0,1,0,1,0
0,46,1,1,22,0,1,1,1,1,1,1,1,0,108.65,0.0,107.87,1725.0,1,51,0,0,0,0,1,1,0,0,0,0
0,47,1,1,8,0,1,1,0,1,1,1,0,1,103.1,0.0,391.0,782.08,1,37,0,3,1,1,0,0,0,0,0,0
0,31,1,1,33,0,1,1,0,1,1,1,1,1,107.588,0.0,0.0,287.37,1,53,0,2,0,1,0,0,1,0,0,0
0,45,0,0,0,0,0,0,0,0,0,0,0,0,18.85,0.0,0.0,1826.55,1,47,0,2,0,1,0,0,0,1,0,0
0,30,1,1,14,1,0,0,0,0,1,0,0,1,90.5,0.0,363.0,121.2,1,69,0,0,0,0,1,0,1,0,1,0
1,3,1,1,2,0,1,1,0,1,1,0,1,1,110.136,0.0,0.0,123.9,1,71,0,2,0,0,0,0,1,0,0,0
0,18,0,1,23,0,0,1,0,0,1,0,0,1,84.95,4.76,332.0,462.6,0,70,0,0,0,0,1,0,0,0,0,0
3,32,1,1,9,0,1,0,0,1,1,1,1,1,98.85,0.0,28.31,1532.48,1,33,0,0,0,0,0,0,1,0,1,0
0,62,1,1,2,1,1,1,0,0,0,0,1,0,90.7,0.0,0.0,1171.8,1,44,0,2,0,0,0,0,1,0,0,0
0,30,0,1,13,1,1,1,1,1,0,0,0,0,74.65,0.0,300.0,126.6,0,52,0,0,0,1,0,0,1,0,1,0
0,29,1,1,2,1,1,0,1,0,0,0,1,0,67.45,0.0,0.0,398.46,0,48,0,0,0,0,0,1,0,0,1,0
0,47,0,1,57,0,1,0,1,0,1,1,1,0,63.8,0.0,171.41,1412.82,0,32,3,1,0,0,1,1,0,0,0,0
6,65,1,1,8,1,0,0,0,1,1,0,1,1,100.75,0.0,0.0,2085.2,1,66,0,0,0,1,0,0,0,0,0,0
0,3,0,1,18,0,0,0,0,0,0,0,0,1,73.112,0.0,42.0,16.62,0,69,0,3,0,0,0,0,1,0,0,0
3,58,0,0,0,0,0,0,0,0,0,0,0,1,19.55,0.0,0.0,1619.94,1,54,0,0,0,1,0,0,0,1,0,0
0,5,0,1,17,1,1,0,0,0,0,0,0,0,80.7,0.0,64.0,181.35,0,72,0,1,0,0,0,1,0,0,0,0
0,3,0,1,46,0,0,0,0,1,0,0,1,1,34.8,0.0,0.0,0.0,0,25,0,0,0,0,0,0,0,0,1,0
9,56,1,1,17,0,1,1,0,0,0,0,0,0,59.5,0.0,576.0,1990.8,1,34,0,2,0,0,1,0,1,0,1,0
0,56,1,1,4,0,1,1,0,1,1,0,1,1,108.94,0.0,0.0,1936.48,0,68,0,2,0,1,0,1,0,0,0,0
5,27,1,1,30,1,0,0,1,1,1,0,0,1,108.472,0.0,860.0,275.13,0,73,0,2,0,0,0,0,1,0,0,0
1,26,1,1,29,0,0,0,0,1,0,0,0,1,87.10000000000001,0.0,600.0,933.4,1,62,0,1,1,0,0,1,0,0,0,0
0,25,0,1,48,1,0,0,1,1,1,1,0,1,76.15,0.0,957.0,541.75,0,26,0,2,0,0,0,0,1,0,1,0
1,62,0,1,41,1,1,0,0,0,0,0,0,1,81.45,14.15,2043.0,2459.54,1,27,3,1,0,1,0,0,1,0,1,0
0,5,0,1,22,0,0,0,0,0,1,0,0,0,82.108,0.0,83.0,61.35,0,70,0,5,0,0,0,0,1,0,0,0
0,68,1,1,29,1,1,0,1,1,1,1,1,1,86.5,0.0,0.0,782.0,1,62,0,1,0,0,1,0,1,0,0,0
5,12,1,0,0,0,0,0,0,0,0,0,0,0,26.4,0.0,0.0,541.8,1,54,0,0,0,1,0,0,0,1,0,1
0,37,1,1,32,0,0,1,0,0,0,0,1,1,82.108,0.0,0.0,1387.13,0,62,0,2,0,0,0,0,0,0,1,0
0,6,1,1,32,0,1,0,0,1,1,1,0,1,102.18,0.0,179.0,284.1,0,79,0,3,0,0,0,0,0,0,0,0
6,11,0,1,15,0,0,0,0,1,0,0,0,1,55.05,0.0,91.0,486.2000000000001,1,38,0,1,0,0,0,0,1,0,0,0
0,25,0,0,0,0,0,0,0,0,0,0,0,1,19.2,0.0,0.0,150.0,0,42,0,2,0,0,0,0,0,1,1,0
0,3,0,1,4,0,1,0,0,1,0,0,1,0,87.10000000000001,0.0,0.0,139.07999999999998,0,55,0,7,0,0,0,1,0,0,0,0
2,15,0,0,0,0,0,0,0,0,0,0,0,0,19.35,0.0,0.0,697.05,1,19,3,2,1,0,1,0,0,1,1,0
4,67,0,0,0,0,0,0,0,0,0,0,0,0,19.65,0.0,0.0,2211.67,0,22,0,1,0,0,1,0,0,1,1,0
0,45,1,1,12,0,0,1,0,1,1,1,1,0,99.7,0.0,0.0,1059.3,1,33,2,0,0,0,1,0,1,0,0,0
5,10,0,1,13,0,1,0,1,1,1,1,1,1,103.844,0.0,0.0,432.8,1,58,0,1,4,0,0,1,0,0,0,0
0,42,1,1,19,0,1,0,0,0,0,0,0,1,79.35,0.0,635.0,567.42,1,66,0,0,0,1,0,0,1,0,0,0
1,9,0,1,11,0,0,1,0,1,1,1,0,1,50.7,0.0,49.0,0.0,0,51,0,2,0,0,0,0,0,0,0,0
1,47,0,1,52,1,1,1,0,0,1,1,1,1,96.1,0.0,228.36,732.73,1,23,2,1,2,1,0,1,0,0,0,0
0,37,0,0,0,0,0,0,0,0,0,0,0,0,20.15,0.0,0.0,1271.6899999999998,1,36,0,2,1,1,0,0,0,1,1,0
0,1,1,1,31,0,0,0,0,1,0,0,0,1,62.24400000000001,0.0,0.0,22.05,1,50,0,6,1,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0,0,0,0,0,0,0,20.65,0.0,0.0,212.6,1,40,0,0,0,0,0,0,0,1,0,0
0,3,1,1,11,0,0,0,0,0,0,0,0,1,78.104,0.0,30.0,79.56,0,63,0,6,1,0,0,1,0,0,1,0
5,35,0,0,0,0,0,0,0,0,0,0,0,0,19.7,0.0,0.0,539.35,0,62,2,0,0,0,1,0,0,1,1,0
1,14,1,1,21,0,0,1,0,0,1,1,0,1,90.74,0.0,264.0,408.52,0,49,0,2,0,0,0,0,1,0,0,0
10,9,0,0,0,0,0,0,0,0,0,0,0,0,20.25,0.0,0.0,112.95,0,59,3,1,2,1,0,0,0,1,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,19.3,0.0,0.0,8.66,1,37,1,1,0,0,0,0,0,1,1,0
0,50,1,1,14,1,0,1,0,1,1,1,0,0,110.188,0.0,748.0,1044.0,1,37,0,3,1,0,0,1,0,0,1,0
1,17,1,0,0,0,0,0,0,0,0,0,0,0,24.1,0.0,0.0,310.42,0,31,2,2,1,0,0,0,0,1,1,0
0,45,1,1,13,0,0,1,1,1,1,1,1,1,103.65,0.0,0.0,1113.75,1,51,0,2,0,0,0,1,0,0,0,0
0,5,0,1,26,1,0,1,0,0,0,0,0,0,55.8,0.0,78.0,124.15,0,42,0,1,0,0,0,0,1,0,1,0
6,52,1,0,0,0,0,0,0,0,0,0,0,0,24.55,0.0,0.0,1536.6,1,34,1,1,0,0,1,0,0,1,1,0
0,72,0,0,0,0,0,0,0,0,0,0,0,0,19.9,0.0,0.0,2298.96,1,22,1,1,0,0,1,0,0,1,1,0
0,35,0,0,0,0,0,0,0,0,0,0,0,0,21.45,0.0,0.0,602.0,1,47,0,1,0,0,1,0,0,1,0,0
0,20,0,0,0,0,0,0,0,0,0,0,0,1,19.5,0.0,0.0,219.4,0,23,0,1,0,0,0,0,0,1,0,0
0,15,1,1,57,0,0,0,0,0,0,1,0,1,79.04,0.0,645.0,672.9,1,29,0,4,1,0,0,1,0,0,0,1
1,35,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0.0,0.0,729.75,1,52,3,2,0,0,1,0,0,1,1,0
0,70,0,1,26,1,0,1,1,0,1,1,1,0,48.4,0.0,0.0,0.0,1,23,0,0,0,0,1,0,1,0,0,0
1,60,1,1,25,0,1,1,0,1,1,1,0,1,105.9,0.0,1600.0,2202.6,0,71,0,1,0,0,0,1,0,0,0,0
7,69,1,1,27,1,1,1,1,1,1,1,1,1,114.35,0.0,0.0,2619.93,1,24,3,1,0,0,1,0,1,0,0,0
0,69,1,1,21,0,0,0,1,1,1,1,0,1,99.35,0.0,1440.0,583.74,1,55,1,0,0,0,1,0,0,0,0,0
7,40,0,1,28,0,1,0,0,0,0,0,1,1,50.15,37.03,0.0,972.0,1,32,0,2,0,0,0,0,0,0,1,0
0,10,0,0,0,0,0,0,0,0,0,0,0,1,19.9,0.0,0.0,238.4,0,56,0,1,0,0,0,0,0,1,1,0
0,4,0,1,30,0,0,0,0,0,0,0,0,0,47.476,0.0,57.0,181.6,0,47,0,4,1,0,0,0,0,0,0,1
0,52,1,1,25,1,0,1,0,1,1,1,0,1,108.368,0.0,1392.0,1955.2,1,69,0,1,0,0,0,0,1,0,0,0
1,68,1,1,26,0,1,0,0,1,1,1,0,1,104.208,0.0,1781.0,1450.4399999999998,0,74,0,1,0,0,0,0,1,0,0,0
0,21,0,1,27,0,1,1,1,1,1,1,0,1,104.55,0.0,605.0,762.51,0,48,0,0,0,1,0,1,0,0,1,0
2,42,1,1,7,1,0,1,0,1,1,1,0,1,105.2,40.46,322.0,1485.96,0,79,0,1,0,1,0,0,0,0,0,0
0,47,1,1,13,1,0,1,1,0,0,0,1,1,65.0,0.0,0.0,1680.25,0,38,0,0,0,0,1,1,0,0,1,0
0,20,0,0,0,0,0,0,0,0,0,0,0,1,18.9,0.0,0.0,677.2,0,46,0,3,0,0,0,0,0,1,1,0
2,49,0,1,6,0,1,0,0,1,1,1,0,1,53.872,0.0,152.0,0.0,1,57,0,4,1,1,0,0,0,0,0,0
0,49,0,0,0,0,0,0,0,0,0,0,0,1,19.9,0.0,0.0,306.74,1,19,0,2,0,0,1,0,0,1,1,0
0,12,0,1,18,0,0,0,0,0,0,0,0,1,46.332,18.21,87.0,61.92,0,33,1,4,1,0,0,1,0,0,0,0
1,23,0,0,0,0,0,0,0,0,0,0,0,0,20.4,0.0,0.0,910.57,0,48,1,1,0,0,1,0,0,1,0,0
0,3,1,1,28,0,0,0,0,1,1,1,1,1,94.85,0.0,0.0,113.34,1,65,0,1,2,0,1,0,0,0,0,0
0,7,0,1,7,0,0,0,1,1,1,1,0,1,73.58,0.0,32.0,163.45000000000002,0,57,0,3,2,0,0,0,0,0,1,0
5,62,1,1,25,0,1,1,0,1,0,0,1,1,97.95,0.0,0.0,707.42,0,65,0,0,0,1,0,0,1,0,1,0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,19.0,0.0,0.0,28.28,0,62,1,0,0,0,0,0,0,1,1,0
0,19,0,1,25,0,0,1,1,0,0,0,0,1,57.2,0.0,262.0,81.7,1,55,0,0,0,0,0,0,0,0,1,0
2,71,0,1,29,0,1,1,1,1,1,1,0,0,58.25,0.0,1202.0,0.0,0,40,0,0,0,0,1,1,0,0,0,0
4,41,1,1,20,1,1,1,0,1,0,0,1,1,74.55,0.0,0.0,1170.55,1,61,2,1,0,0,0,0,1,0,1,0
10,5,0,1,19,0,0,0,0,0,0,0,1,0,44.8,0.0,0.0,178.0,0,45,2,1,0,0,0,0,1,0,1,0
1,71,1,0,0,0,0,0,0,0,0,0,0,0,24.7,0.0,0.0,1383.79,0,42,1,0,0,0,1,0,0,1,0,0
0,2,0,1,53,0,0,0,0,1,1,1,0,1,47.06,0.0,45.0,0.0,0,28,0,1,4,0,0,0,1,0,0,0
1,32,0,1,76,1,1,1,0,0,1,1,1,0,94.8,0.0,238.0,1387.84,1,42,3,0,0,1,0,1,0,0,1,0
0,65,1,1,21,0,1,1,0,1,0,0,1,1,95.45,0.0,0.0,2106.65,0,69,0,1,2,0,1,0,1,0,0,0
9,65,1,1,20,1,1,1,0,1,0,0,1,1,99.35,0.0,0.0,1978.6,1,31,0,1,0,0,1,0,0,0,0,0
0,1,0,1,9,0,0,0,0,0,0,0,1,1,72.436,0.0,0.0,49.24,0,52,0,2,0,0,0,0,0,0,0,0
0,2,1,1,7,0,0,0,1,0,0,0,1,1,54.35,0.0,0.0,51.62,0,38,0,2,0,0,0,0,1,0,1,0
7,11,0,1,29,0,0,0,0,0,0,0,1,1,70.2,0.0,24.21,268.62,1,76,0,0,0,0,1,0,1,0,0,0
0,1,0,1,21,0,0,0,0,0,0,0,0,1,45.4,0.0,0.0,49.33,0,38,0,0,0,0,0,0,1,0,1,0
0,7,0,1,21,0,0,1,1,0,1,1,0,0,62.8,0.0,88.0,58.03,0,42,0,0,0,0,0,1,0,0,0,0
1,71,1,1,26,1,1,0,1,0,0,0,1,1,66.85,0.0,0.0,344.35,1,50,0,0,0,1,0,0,1,0,1,0
1,13,1,1,31,0,0,1,0,1,1,1,0,1,106.34,0.0,421.0,397.15,1,36,0,0,0,0,0,0,0,0,1,0
5,17,0,1,23,0,1,1,0,0,0,0,1,1,35.65,0.0,0.0,0.0,0,48,0,1,0,0,0,0,1,0,1,0
0,40,0,1,23,0,0,0,0,1,1,0,1,1,91.55,0.0,0.0,1765.6,0,72,0,1,0,0,1,0,0,0,0,0
0,1,0,1,33,0,0,0,0,0,0,1,0,0,47.788,0.0,0.0,5.12,0,23,0,3,0,0,0,0,0,0,1,0
0,11,0,1,19,0,0,0,0,0,0,0,1,0,25.2,0.0,0.0,0.0,0,49,1,0,0,0,0,0,1,0,0,0
1,70,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0.0,0.0,3390.8,0,38,2,0,0,0,1,0,0,1,0,0
0,15,0,1,18,0,0,1,0,1,0,0,1,0,85.3,0.0,0.0,409.5,1,41,0,0,0,0,0,0,1,0,0,0
0,41,1,1,25,1,1,1,0,1,1,1,0,1,117.728,0.0,1172.0,1145.95,0,66,0,2,0,0,0,0,0,0,0,0
1,51,0,1,3,1,0,0,1,1,1,1,1,1,76.4,0.0,11.9,1614.66,1,59,0,3,0,1,0,1,0,0,0,0
0,69,1,1,7,1,1,0,1,0,0,0,1,1,66.9,0.0,32.05,959.79,0,46,0,2,0,0,1,0,1,0,1,0
0,30,1,0,0,0,0,0,0,0,0,0,0,0,25.35,0.0,0.0,128.1,1,61,2,1,0,1,0,0,0,1,0,0
0,5,0,0,0,0,0,0,0,0,0,0,0,0,19.85,0.0,0.0,30.85,0,57,0,3,1,0,0,0,0,1,1,0
2,25,0,0,0,0,0,0,0,0,0,0,0,1,20.2,0.0,0.0,262.25,0,21,0,1,0,1,0,0,0,1,0,0
1,3,0,0,0,0,0,0,0,0,0,0,0,1,20.55,0.0,0.0,112.83,1,41,0,4,0,0,0,0,0,1,1,0
10,19,1,1,27,0,0,0,0,1,1,0,1,1,94.95,0.0,0.0,371.83,0,78,0,2,0,0,1,0,0,0,0,0
0,33,1,1,24,1,1,0,0,0,0,0,1,1,60.9,0.0,0.0,517.77,0,38,0,1,0,0,0,1,0,0,1,0
5,70,0,1,46,1,1,1,1,1,1,1,0,0,64.55,46.06,2072.0,0.0,0,21,0,0,0,0,1,0,1,0,0,0
0,6,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0.0,0.0,73.02,1,24,0,0,0,1,0,0,0,1,1,0
0,9,0,1,30,0,0,0,0,1,0,0,1,0,57.564,0.0,0.0,369.18,1,40,3,3,4,0,0,1,0,0,0,0
1,5,0,1,19,1,0,1,0,0,1,1,0,1,90.35,17.33,83.0,75.05,1,33,1,1,1,0,0,1,0,0,1,0
0,52,0,1,7,1,1,0,1,0,0,0,1,0,39.1,0.0,13.87,0.0,0,63,0,2,0,0,1,0,0,0,1,0
0,11,0,1,17,0,0,0,0,1,1,1,0,1,64.9,0.0,122.0,149.16,0,42,0,0,0,0,0,1,0,0,0,0
0,13,1,1,4,0,1,1,0,0,0,0,0,1,87.828,0.0,42.0,284.44,0,60,0,2,0,0,0,1,0,0,0,0
0,47,0,0,0,0,0,0,0,0,0,0,0,0,20.15,0.0,0.0,164.03,0,57,0,2,0,0,1,0,0,1,1,0
0,16,0,0,0,0,0,0,0,0,0,0,0,1,19.3,0.0,0.0,704.8,0,56,0,1,0,1,0,0,0,1,0,0
3,72,1,1,25,1,1,1,1,1,1,0,0,1,114.85,0.0,2079.0,2067.84,0,74,0,1,0,0,1,0,0,0,0,0
0,47,0,1,13,1,0,1,1,1,1,1,1,1,103.7,0.0,0.0,115.15,0,32,0,0,0,1,0,0,1,0,0,0
5,72,1,1,73,1,1,1,0,1,1,1,1,1,110.65,0.0,0.0,2967.12,0,24,0,0,0,0,1,0,1,0,1,0
0,64,0,1,22,1,0,0,0,0,0,0,1,1,73.55,21.9,0.0,3098.24,1,40,0,1,0,0,0,0,1,0,1,0
1,11,0,1,21,0,0,0,0,1,0,0,0,1,82.68,0.0,182.0,146.63,1,61,0,3,0,0,0,0,0,0,0,0
1,72,1,1,59,0,0,1,0,0,1,1,1,1,90.8,0.0,384.2,1706.4,1,22,1,0,0,0,1,1,0,0,1,0
0,2,0,1,76,1,0,1,0,0,0,0,0,0,53.45,0.0,91.0,25.18,1,30,0,2,0,0,0,0,1,0,0,0
5,4,0,0,0,0,0,0,0,0,0,0,0,0,20.15,0.0,0.0,183.36,0,35,0,0,0,0,0,0,0,1,0,0
0,18,1,1,30,1,0,0,0,0,0,0,1,0,57.65,0.0,0.0,315.18,0,25,2,2,0,0,0,1,0,0,1,0
1,65,0,0,0,0,0,0,0,0,0,0,0,1,20.4,0.0,0.0,1524.9,1,59,0,1,0,0,1,0,0,1,1,0
0,1,0,1,18,0,0,0,0,1,0,0,1,1,82.264,0.0,0.0,42.3,1,65,0,2,1,0,0,1,0,0,0,0
0,5,0,1,29,0,1,0,0,0,0,0,0,0,29.588,0.0,38.0,0.0,0,77,0,4,0,0,0,0,0,0,0,0
0,3,0,1,30,0,0,0,0,0,1,1,0,0,54.65,0.0,57.0,100.59,1,64,0,3,0,0,0,0,1,0,0,1
0,22,0,1,15,1,0,0,1,0,0,0,1,0,55.1,0.0,0.0,816.42,1,62,0,1,0,0,0,0,1,0,0,1
7,60,0,0,0,0,0,0,0,0,0,0,0,0,19.65,0.0,0.0,1318.8,1,31,1,1,0,0,1,0,0,1,1,0
